GSMID,tissue1,tissue2,tissue3,Tissue,disease1,disease2,disease3,Disease,Genotype
GSM866907,Brain,Brain,,Brain,Developmental anomalies,Neuronal migration defects,,Neuronal migration defects,Ndel heterozygote
GSM866908,Brain,Brain,,Brain,Developmental anomalies,Neuronal migration defects,,Neuronal migration defects,Ndel heterozygote
GSM1027653,Adipose,Abdominal fat pad,,Abdominal fat pad,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1027658,Adipose,Abdominal fat pad,,Abdominal fat pad,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1027659,Adipose,Abdominal fat pad,,Abdominal fat pad,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1614863,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614864,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614865,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614866,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614867,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1614868,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1614869,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1614870,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1614871,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614872,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614873,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614874,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Lpar4 -/Y
GSM1614875,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1614876,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1614878,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1646131,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646132,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646133,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646134,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646135,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646136,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646137,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646138,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646141,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646142,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646143,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646144,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646145,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1646146,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM542344,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM542345,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM285057,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM285058,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM285059,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1664645,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1664647,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1664650,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1664651,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1664758,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664759,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664760,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664761,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664762,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664763,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664764,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664765,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664766,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664767,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664768,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664769,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664770,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1664771,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2011457,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011458,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011459,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011460,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011461,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011462,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011463,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011464,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011465,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011466,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011467,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011468,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011469,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011470,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011471,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011472,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011473,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011474,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011475,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011476,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011477,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011478,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011479,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011480,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011481,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011482,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011483,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011484,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011485,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011486,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011487,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011488,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011489,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011490,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011491,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011492,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011493,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011494,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011495,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011496,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,"IR, IRS1 heterozygote and ApoE KO"
GSM2011497,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011498,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011499,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011500,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2011501,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Apoe KO
GSM2061955,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061962,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061967,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061971,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061976,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061981,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061986,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061991,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2061996,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062009,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062011,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062016,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062021,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062027,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062032,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062037,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062042,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062047,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062052,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2062058,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215232,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215233,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215234,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215235,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215236,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215237,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215238,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215239,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215240,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215241,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215242,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM215243,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1126365,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM1185105,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185106,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185107,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185108,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185109,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185110,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185111,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185112,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185113,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185114,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185115,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185116,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185117,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185118,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185119,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185120,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185121,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185122,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185123,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1185124,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889837,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889838,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889839,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889840,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889841,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889842,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889843,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889845,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889846,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889847,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889848,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889849,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889850,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889856,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889860,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889877,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889878,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889879,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889880,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889881,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889882,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889883,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889884,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889885,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889886,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889887,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889888,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1889894,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM230997,Adipose,Adipose,,Adipose,Disease unknown,Disease unknown,,Disease unknown,Wild type
